"id","name","content","created_at","updated_at","comments","keywords","views"
"6","","C7-7WdN4UFo","2011-11-29 07:42:06.643324","2011-11-29 07:42:06.643324","---
- PARSEFROMHERE 19:28-19:35 is SO hot. ENDPARSEFROMHERE
","---
- Kelly
- Clarkson
- Live
- From
- the
- Troubadour
- 10/19/11
- RCA
- Sony
- Music
- Entertainment
- kellyclarkson
- VEVO
",""
